,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
3908,ZJ020396,test_features/ZJ020396.jpg,S0041,0.882,"(9, 29, 344, 125)","[0.03906, 0.01388, 0.2078, 0.9777]",True,[  5  25 350 134],0.5241458415985107,monkey_prosimian
3909,ZJ020397,test_features/ZJ020397.jpg,S0100,0.0123,"(104, 459, 62, 29)","[0.7109, 0.2985, 0.05781, 0.2089]",True,[322   0  12  37],0.3120124638080597,civet_genet
3910,ZJ020398,test_features/ZJ020398.jpg,S0072,0.93,"(387, 425, 132, 221)","[0.4385, 0.7092, 0.2385, 0.2592]",True,[383 429 138 218],0.4196440875530243,animal
3911,ZJ020399,test_features/ZJ020399.jpg,S0111,0.766,"(264, 156, 91, 268)","[0.2374, 0.7222, 0.4312, 0.275]",True,[260 157  99 272],0.3339909613132477,animal
3912,ZJ020400,test_features/ZJ020400.jpg,S0040,0.796,"(177, 156, 169, 292)","[0.1583, 0.3203, 0.3125, 0.3277]",True,,,
3913,ZJ020401,test_features/ZJ020401.jpg,S0040,0.0108,"(386, 4, 134, 289)","[0, 0.7074, 0.3093, 0.2629]",True,,,
3914,ZJ020402,test_features/ZJ020402.jpg,S0162,0.928,"(260, 865, 79, 91)","[0.8968, 0.474, 0.1031, 0.1611]",True,[256 860  87  98],0.3777451515197754,animal
3915,ZJ020403,test_features/ZJ020403.jpg,S0116,0.918,"(249, 470, 90, 80)","[0.7281, 0.6805, 0.1375, 0.2722]",True,[246 465  96  93],0.7501991391181946,bird
3916,ZJ020404,test_features/ZJ020404.jpg,S0072,0.0149,"(346, 76, 98, 185)","[0.075, 0.6333, 0.201, 0.1962]",True,,,
3917,ZJ020405,test_features/ZJ020405.jpg,S0128,0.49,"(236, 139, 41, 79)","[0.2109, 0.6444, 0.1359, 0.1361]",True,[255 480  40  79],0.39531078934669495,bird
3918,ZJ020406,test_features/ZJ020406.jpg,S0116,0.477,"(255, 344, 80, 79)","[0.5312, 0.6972, 0.1359, 0.2444]",True,[250 340  71  88],0.3020468056201935,animal
3919,ZJ020407,test_features/ZJ020407.jpg,S0072,0.196,"(268, 614, 70, 67)","[0.6354, 0.4888, 0.07812, 0.1444]",True,,,
3920,ZJ020408,test_features/ZJ020408.jpg,S0055,0.0249,"(58, 269, 88, 157)","[0.414, 0.1499, 0.2578, 0.2666]",True,,,
3921,ZJ020409,test_features/ZJ020409.jpg,S0041,0.0668,"(181, 610, 35, 26)","[0.9468, 0.4916, 0.05312, 0.1194]",True,,,
3922,ZJ020410,test_features/ZJ020410.jpg,S0086,0.802,"(131, 119, 105, 46)","[0.3593, 0.5291, 0.1687, 0.4708]",True,[127 116 111  52],0.49384668469429016,animal
3923,ZJ020411,test_features/ZJ020411.jpg,S0091,0.877,"(204, 124, 316, 356)","[0.125, 0.3703, 0.3791, 0.6]",True,[194 123 328 357],0.3788567781448364,monkey_prosimian
3924,ZJ020412,test_features/ZJ020412.jpg,S0162,0.885,"(65, 306, 385, 548)","[0.3145, 0.1129, 0.5791, 0.7277]",True,[ 59 302 390 552],0.44520965218544006,animal
3925,ZJ020413,test_features/ZJ020413.jpg,S0162,,,,False,,,
3926,ZJ020414,test_features/ZJ020414.jpg,S0041,0.783,"(122, 4, 182, 256)","[0, 0.3277, 0.4124, 0.5277]",True,[118   0 187 244],0.4675218462944031,animal
3927,ZJ020415,test_features/ZJ020415.jpg,S0086,0.907,"(138, 43, 98, 192)","[0.1218, 0.5583, 0.625, 0.4416]",True,[134  34 105 204],0.4078712463378906,monkey_prosimian
3928,ZJ020416,test_features/ZJ020416.jpg,S0111,0.855,"(200, 375, 156, 261)","[0.5796, 0.5444, 0.4203, 0.4555]",True,[197 368 162 270],0.3729187250137329,animal
3929,ZJ020417,test_features/ZJ020417.jpg,S0033,0.0154,"(5, 4, 335, 632)","[0, 0.002777, 1.0, 0.9527]",True,[321   0  38  37],0.34870654344558716,civet_genet
3930,ZJ020418,test_features/ZJ020418.jpg,S0040,0.891,"(288, 10, 131, 222)","[0.00625, 0.5259, 0.2395, 0.2574]",True,,,
3931,ZJ020419,test_features/ZJ020419.jpg,S0100,0.63,"(208, 328, 103, 81)","[0.5062, 0.5666, 0.139, 0.3083]",True,,,
3932,ZJ020420,test_features/ZJ020420.jpg,S0067,0.0125,"(144, 312, 58, 109)","[0.4812, 0.3888, 0.1828, 0.1833]",True,,,
3933,ZJ020421,test_features/ZJ020421.jpg,S0100,0.615,"(204, 357, 96, 81)","[0.5515, 0.5555, 0.139, 0.2888]",True,,,
3934,ZJ020422,test_features/ZJ020422.jpg,S0142,0.00928,"(149, 513, 53, 77)","[0.7953, 0.4027, 0.1328, 0.1694]",True,,,
3935,ZJ020423,test_features/ZJ020423.jpg,S0162,0.639,"(432, 4, 88, 259)","[0, 0.7925, 0.2781, 0.1777]",True,,,
3936,ZJ020424,test_features/ZJ020424.jpg,S0128,0.886,"(195, 268, 85, 53)","[0.4125, 0.5305, 0.09531, 0.2583]",True,[190 263  90  60],0.39211800694465637,animal
3937,ZJ020425,test_features/ZJ020425.jpg,S0128,,,,False,[322   0  36  36],0.33333444595336914,civet_genet
3938,ZJ020426,test_features/ZJ020426.jpg,S0100,0.943,"(142, 272, 197, 364)","[0.4187, 0.3833, 0.5812, 0.5694]",True,,,
3939,ZJ020427,test_features/ZJ020427.jpg,S0064,0.0169,"(400, 237, 119, 463)","[0.2427, 0.7333, 0.4906, 0.2351]",True,,,
3940,ZJ020428,test_features/ZJ020428.jpg,S0162,,,,False,,,
3941,ZJ020429,test_features/ZJ020429.jpg,S0082,0.227,"(93, 185, 426, 424)","[0.1885, 0.1648, 0.4499, 0.8037]",True,[ 87 142 434 474],0.7200035452842712,leopard
3942,ZJ020430,test_features/ZJ020430.jpg,S0037,0.0501,"(64, 4, 200, 57)","[0, 0.1791, 0.1015, 0.6208]",True,,,
3943,ZJ020431,test_features/ZJ020431.jpg,S0100,0.776,"(245, 127, 94, 62)","[0.1921, 0.6694, 0.1093, 0.2833]",True,[243 124  99  66],0.42218253016471863,leopard
3944,ZJ020432,test_features/ZJ020432.jpg,S0128,0.76,"(189, 320, 95, 67)","[0.4937, 0.5138, 0.1171, 0.2861]",True,[181 315 103  75],0.3479669690132141,bird
3945,ZJ020433,test_features/ZJ020433.jpg,S0142,0.0255,"(252, 473, 104, 163)","[0.7328, 0.6888, 0.2671, 0.3111]",True,,,
3946,ZJ020434,test_features/ZJ020434.jpg,S0039,0.468,"(313, 273, 159, 84)","[0.2802, 0.5722, 0.09583, 0.3092]",True,[308 269 164  91],0.3480033278465271,monkey_prosimian
3947,ZJ020435,test_features/ZJ020435.jpg,S0041,0.909,"(39, 22, 288, 111)","[0.02812, 0.09722, 0.1859, 0.8222]",True,[ 35  17 285 119],0.5550913214683533,monkey_prosimian
3948,ZJ020436,test_features/ZJ020436.jpg,S0055,0.00878,"(102, 619, 55, 17)","[0.9609, 0.2722, 0.03906, 0.1749]",True,,,
3949,ZJ020437,test_features/ZJ020437.jpg,S0100,0.0158,"(95, 529, 58, 56)","[0.8203, 0.2527, 0.1, 0.1833]",True,,,
3950,ZJ020438,test_features/ZJ020438.jpg,S0103,0.0389,"(44, 4, 251, 15)","[0, 0.1111, 0.03593, 0.7194]",True,,,
3951,ZJ020439,test_features/ZJ020439.jpg,S0128,0.0541,"(234, 4, 42, 77)","[0, 0.6388, 0.1328, 0.1388]",True,,,
3952,ZJ020440,test_features/ZJ020440.jpg,S0040,0.918,"(201, 330, 97, 214)","[0.3395, 0.3648, 0.2312, 0.1944]",True,[196 325 104 223],0.5549947619438171,animal
3953,ZJ020441,test_features/ZJ020441.jpg,S0086,0.826,"(139, 104, 93, 134)","[0.3125, 0.5625, 0.4437, 0.4208]",True,[134  35 104 206],0.4162970185279846,animal
3954,ZJ020442,test_features/ZJ020442.jpg,S0132,0.642,"(174, 177, 82, 85)","[0.2703, 0.4722, 0.1453, 0.25]",True,[169 172  88  94],0.32299941778182983,animal
3955,ZJ020443,test_features/ZJ020443.jpg,S0162,0.92,"(372, 4, 125, 123)","[0, 0.6814, 0.1364, 0.2462]",True,,,
3956,ZJ020444,test_features/ZJ020444.jpg,S0111,0.622,"(226, 212, 62, 69)","[0.3249, 0.6166, 0.1203, 0.1944]",True,,,
3957,ZJ020445,test_features/ZJ020445.jpg,S0072,0.572,"(449, 628, 70, 40)","[0.65, 0.824, 0.05, 0.1444]",True,[233 683 100 122],0.33643481135368347,animal
3958,ZJ020446,test_features/ZJ020446.jpg,S0126,0.911,"(413, 514, 97, 166)","[0.5312, 0.7574, 0.1812, 0.1944]",True,[408 506  99 174],0.43508267402648926,animal
3959,ZJ020447,test_features/ZJ020447.jpg,S0039,0.399,"(343, 501, 171, 123)","[0.5177, 0.6277, 0.1364, 0.3314]",True,,,
3960,ZJ020448,test_features/ZJ020448.jpg,S0194,0.00963,"(105, 4, 130, 15)","[0, 0.4208, 0.06388, 0.5749]",True,,,
3961,ZJ020449,test_features/ZJ020449.jpg,S0154,0.06,"(232, 370, 22, 36)","[0.5718, 0.6805, 0.06875, 0.08955]",True,,,
3962,ZJ020450,test_features/ZJ020450.jpg,S0100,0.504,"(217, 84, 113, 115)","[0.1249, 0.5916, 0.1921, 0.3361]",True,,,
3963,ZJ020451,test_features/ZJ020451.jpg,S0037,0.146,"(164, 220, 75, 104)","[0.3375, 0.4444, 0.1749, 0.2305]",True,,,
3964,ZJ020452,test_features/ZJ020452.jpg,S0040,0.566,"(193, 858, 89, 98)","[0.8895, 0.3499, 0.1104, 0.1796]",True,,,
3965,ZJ020453,test_features/ZJ020453.jpg,S0116,0.646,"(218, 337, 31, 76)","[0.5203, 0.5944, 0.1312, 0.1083]",True,,,
3966,ZJ020454,test_features/ZJ020454.jpg,S0039,0.965,"(324, 4, 195, 506)","[0, 0.5925, 0.5354, 0.3759]",True,,,
3967,ZJ020455,test_features/ZJ020455.jpg,S0041,0.862,"(40, 4, 290, 632)","[0, 0.1074, 1.0, 0.8895]",True,,,
3968,ZJ020456,test_features/ZJ020456.jpg,S0033,0.534,"(96, 19, 52, 119)","[0.02343, 0.2555, 0.1984, 0.1666]",True,[ 92  14  60 127],0.37589895725250244,animal
3969,ZJ020457,test_features/ZJ020457.jpg,S0116,0.566,"(293, 291, 38, 81)","[0.4484, 0.8626, 0.139, 0.1373]",True,[288 289  46  87],0.32360541820526123,bird
3970,ZJ020458,test_features/ZJ020458.jpg,S0154,,,,False,,,
3971,ZJ020459,test_features/ZJ020459.jpg,S0114,0.493,"(6, 4, 325, 632)","[0, 0.00597, 1.0, 0.994]",True,,,
3972,ZJ020460,test_features/ZJ020460.jpg,S0064,0.0193,"(378, 208, 131, 367)","[0.2125, 0.6925, 0.3906, 0.2574]",True,,,
3973,ZJ020461,test_features/ZJ020461.jpg,S0116,0.668,"(295, 311, 36, 59)","[0.4796, 0.8686, 0.1046, 0.1313]",True,,,
3974,ZJ020462,test_features/ZJ020462.jpg,S0066,0.894,"(140, 499, 110, 137)","[0.7734, 0.3777, 0.2265, 0.3277]",True,[141 496 108 143],0.30638378858566284,hog
3975,ZJ020463,test_features/ZJ020463.jpg,S0100,0.935,"(137, 4, 202, 286)","[0, 0.3694, 0.4593, 0.5833]",True,[131   0 211 296],0.7413076758384705,leopard
3976,ZJ020464,test_features/ZJ020464.jpg,S0126,0.91,"(405, 484, 84, 136)","[0.4999, 0.7425, 0.15, 0.1703]",True,[400 478  96 134],0.5485007166862488,animal
3977,ZJ020465,test_features/ZJ020465.jpg,S0111,,,,False,,,
3978,ZJ020466,test_features/ZJ020466.jpg,S0033,0.381,"(98, 391, 204, 245)","[0.6046, 0.2611, 0.3953, 0.5888]",True,[ 41 387 233 252],0.3452749252319336,animal
3979,ZJ020467,test_features/ZJ020467.jpg,S0065,0.902,"(92, 84, 234, 283)","[0.1249, 0.2444, 0.4546, 0.6722]",True,[ 85  81 238 288],0.3063782751560211,antelope_duiker
3980,ZJ020468,test_features/ZJ020468.jpg,S0011,0.159,"(187, 142, 25, 60)","[0.2156, 0.5083, 0.1062, 0.09166]",True,,,
3981,ZJ020469,test_features/ZJ020469.jpg,S0037,0.763,"(181, 76, 68, 129)","[0.1125, 0.4916, 0.214, 0.2111]",True,[177  80  79 103],0.4351578652858734,animal
3982,ZJ020470,test_features/ZJ020470.jpg,S0040,0.54,"(251, 641, 40, 36)","[0.6635, 0.4574, 0.04583, 0.08888]",True,,,
3983,ZJ020471,test_features/ZJ020471.jpg,S0111,0.436,"(183, 412, 57, 53)","[0.6374, 0.4972, 0.09531, 0.1805]",True,[181 405  63  68],0.6178210973739624,bird
3984,ZJ020472,test_features/ZJ020472.jpg,S0162,,,,False,,,
3985,ZJ020473,test_features/ZJ020473.jpg,S0189,0.022,"(169, 4, 67, 102)","[0, 0.6875, 0.3055, 0.3125]",True,,,
3986,ZJ020474,test_features/ZJ020474.jpg,S0128,0.915,"(187, 318, 89, 115)","[0.4906, 0.5083, 0.1921, 0.2694]",True,[187 313  95 122],0.41726353764533997,animal
3987,ZJ020475,test_features/ZJ020475.jpg,S0064,0.777,"(332, 737, 106, 115)","[0.7635, 0.6074, 0.1281, 0.2111]",True,[327 728 114 131],0.743550717830658,bird
3988,ZJ020476,test_features/ZJ020476.jpg,S0162,0.332,"(385, 4, 128, 172)","[0, 0.7055, 0.1875, 0.2518]",True,,,
3989,ZJ020477,test_features/ZJ020477.jpg,S0064,0.436,"(332, 280, 93, 129)","[0.2875, 0.6074, 0.1427, 0.187]",True,,,
3990,ZJ020478,test_features/ZJ020478.jpg,S0033,0.385,"(95, 48, 245, 229)","[0.06874, 0.2527, 0.3703, 0.7027]",True,[ 89  63 253 218],0.4961719810962677,leopard
3991,ZJ020479,test_features/ZJ020479.jpg,S0041,0.966,"(39, 4, 315, 632)","[0, 0.09722, 1.0, 0.8972]",True,[ 36   0 322 638],0.3228852450847626,animal
3992,ZJ020480,test_features/ZJ020480.jpg,S0087,,,,False,,,
3993,ZJ020481,test_features/ZJ020481.jpg,S0142,0.1,"(174, 4, 59, 41)","[0, 0.5074, 0.07656, 0.2]",True,,,
3994,ZJ020482,test_features/ZJ020482.jpg,S0086,0.00518,"(100, 54, 31, 49)","[0.1562, 0.3999, 0.1781, 0.1624]",True,,,
3995,ZJ020483,test_features/ZJ020483.jpg,S0052,0.32,"(470, 99, 50, 283)","[0.09895, 0.8629, 0.3031, 0.1074]",True,,,
3996,ZJ020484,test_features/ZJ020484.jpg,S0114,0.584,"(4, 4, 335, 439)","[0, 0, 0.6984, 0.9527]",True,[  0   0 343 442],0.7120978236198425,leopard
3997,ZJ020485,test_features/ZJ020485.jpg,S0162,0.927,"(375, 4, 124, 121)","[0, 0.687, 0.1343, 0.2444]",True,,,
3998,ZJ020486,test_features/ZJ020486.jpg,S0189,0.0981,"(170, 4, 66, 129)","[0, 0.6916, 0.3805, 0.3083]",True,,,
3999,ZJ020487,test_features/ZJ020487.jpg,S0040,0.184,"(291, 4, 227, 685)","[0, 0.5314, 0.7218, 0.4351]",True,[317  88  58  58],0.3494689464569092,bird
4000,ZJ020488,test_features/ZJ020488.jpg,S0111,0.914,"(265, 236, 91, 311)","[0.3625, 0.725, 0.4984, 0.275]",True,[260 230  99 320],0.42100733518600464,animal
4001,ZJ020489,test_features/ZJ020489.jpg,S0151,,,,False,,,
4002,ZJ020490,test_features/ZJ020490.jpg,S0162,,,,False,,,
4003,ZJ020491,test_features/ZJ020491.jpg,S0114,0.939,"(4, 4, 326, 570)","[0, 0, 0.9031, 0.997]",True,[  0 108 334 459],0.4144156873226166,leopard
4004,ZJ020492,test_features/ZJ020492.jpg,S0111,0.798,"(252, 87, 81, 94)","[0.1296, 0.6888, 0.1593, 0.2472]",True,[247  82  62 103],0.6021340489387512,bird
4005,ZJ020493,test_features/ZJ020493.jpg,S0116,0.471,"(269, 80, 55, 63)","[0.1187, 0.7361, 0.1109, 0.1749]",True,,,
4006,ZJ020494,test_features/ZJ020494.jpg,S0116,0.0225,"(79, 238, 118, 88)","[0.3656, 0.2083, 0.15, 0.3499]",True,,,
4007,ZJ020495,test_features/ZJ020495.jpg,S0072,0.156,"(349, 223, 48, 33)","[0.2281, 0.6699, 0.0427, 0.1087]",True,,,
4008,ZJ020496,test_features/ZJ020496.jpg,S0066,0.691,"(228, 459, 29, 98)","[0.7109, 0.6222, 0.1656, 0.1027]",True,,,
4009,ZJ020497,test_features/ZJ020497.jpg,S0082,0.887,"(247, 648, 221, 308)","[0.6708, 0.4499, 0.3291, 0.424]",True,,,
4010,ZJ020498,test_features/ZJ020498.jpg,S0086,0.459,"(161, 154, 39, 42)","[0.4687, 0.6541, 0.1562, 0.1958]",True,[156 151  36  49],0.3866560459136963,bird
4011,ZJ020499,test_features/ZJ020499.jpg,S0086,0.675,"(138, 87, 98, 136)","[0.2593, 0.5583, 0.4499, 0.4416]",True,,,
4012,ZJ020500,test_features/ZJ020500.jpg,S0064,0.066,"(308, 658, 189, 298)","[0.6812, 0.5629, 0.3187, 0.3648]",True,,,
4013,ZJ020501,test_features/ZJ020501.jpg,S0142,0.00926,"(250, 467, 104, 168)","[0.7234, 0.6833, 0.275, 0.3111]",True,,,
4014,ZJ020502,test_features/ZJ020502.jpg,S0072,0.157,"(350, 223, 48, 33)","[0.2281, 0.6718, 0.0427, 0.1087]",True,,,
4015,ZJ020503,test_features/ZJ020503.jpg,S0086,0.29,"(137, 264, 28, 35)","[0.8124, 0.5541, 0.1343, 0.15]",True,,,
4016,ZJ020504,test_features/ZJ020504.jpg,S0067,0.526,"(302, 70, 54, 97)","[0.1031, 0.8277, 0.164, 0.1722]",True,[297  66  61 104],0.3808037042617798,animal
4017,ZJ020505,test_features/ZJ020505.jpg,S0194,0.257,"(8, 4, 227, 16)","[0, 0.01666, 0.06666, 0.9791]",True,,,
4018,ZJ020506,test_features/ZJ020506.jpg,S0151,0.345,"(5, 126, 350, 510)","[0.1906, 0.002777, 0.8093, 0.9944]",True,,,
4019,ZJ020507,test_features/ZJ020507.jpg,S0132,,,,False,,,
4020,ZJ020508,test_features/ZJ020508.jpg,S0040,0.181,"(290, 5, 230, 948)","[0.001041, 0.5296, 0.9958, 0.4407]",True,,,
4021,ZJ020509,test_features/ZJ020509.jpg,S0111,0.746,"(226, 131, 77, 57)","[0.1984, 0.6166, 0.1015, 0.2361]",True,,,
4022,ZJ020510,test_features/ZJ020510.jpg,S0067,0.0594,"(216, 172, 54, 123)","[0.2625, 0.5888, 0.2046, 0.1722]",True,,,
4023,ZJ020511,test_features/ZJ020511.jpg,S0064,0.244,"(291, 649, 168, 307)","[0.6718, 0.5314, 0.3281, 0.3259]",True,,,
4024,ZJ020512,test_features/ZJ020512.jpg,S0033,0.921,"(182, 280, 157, 294)","[0.4312, 0.4944, 0.4718, 0.4583]",True,[179 278 164 294],0.5704765319824219,leopard
4025,ZJ020513,test_features/ZJ020513.jpg,S0116,0.866,"(236, 356, 103, 45)","[0.5499, 0.6444, 0.08281, 0.3083]",True,[232 344 105  65],0.6045538783073425,bird
4026,ZJ020514,test_features/ZJ020514.jpg,S0199,0.435,"(140, 66, 22, 111)","[0.1722, 0.5666, 0.3305, 0.125]",True,,,
4027,ZJ020515,test_features/ZJ020515.jpg,S0128,0.826,"(232, 430, 78, 98)","[0.6656, 0.6333, 0.1656, 0.2388]",True,,,
4028,ZJ020516,test_features/ZJ020516.jpg,S0041,0.929,"(166, 478, 123, 158)","[0.7406, 0.4499, 0.2593, 0.3638]",True,[158 480 134 158],0.4278111457824707,animal
4029,ZJ020517,test_features/ZJ020517.jpg,S0041,0.123,"(172, 535, 183, 101)","[0.8296, 0.4666, 0.1703, 0.5305]",True,[170 524 188 114],0.3337078094482422,animal
4030,ZJ020518,test_features/ZJ020518.jpg,S0033,0.832,"(154, 350, 185, 286)","[0.5406, 0.4166, 0.4593, 0.5361]",True,[322   0  37  36],0.32945433259010315,civet_genet
4031,ZJ020519,test_features/ZJ020519.jpg,S0128,0.876,"(258, 277, 81, 49)","[0.4265, 0.7055, 0.08906, 0.2472]",True,[252 269  80  64],0.692011296749115,bird
4032,ZJ020520,test_features/ZJ020520.jpg,S0072,0.932,"(415, 424, 104, 124)","[0.4375, 0.7611, 0.1375, 0.2074]",True,[410 418 113 133],0.4418855309486389,monkey_prosimian
4033,ZJ020521,test_features/ZJ020521.jpg,S0126,,,,False,,,
4034,ZJ020522,test_features/ZJ020522.jpg,S0040,0.604,"(251, 113, 76, 202)","[0.1135, 0.4574, 0.2187, 0.1555]",True,,,
4035,ZJ020523,test_features/ZJ020523.jpg,S0041,0.912,"(108, 4, 190, 127)","[0, 0.2888, 0.2109, 0.55]",True,[104   0 201 134],0.6521923542022705,monkey_prosimian
4036,ZJ020524,test_features/ZJ020524.jpg,S0100,0.919,"(136, 4, 203, 290)","[0, 0.3666, 0.4656, 0.5861]",True,[131   0 212 326],0.7256085276603699,leopard
4037,ZJ020525,test_features/ZJ020525.jpg,S0118,,,,False,,,
4038,ZJ020526,test_features/ZJ020526.jpg,S0067,0.661,"(299, 69, 57, 105)","[0.1015, 0.8194, 0.1765, 0.1805]",True,[297  67  62 109],0.3363904654979706,animal
4039,ZJ020527,test_features/ZJ020527.jpg,S0116,0.845,"(238, 323, 84, 74)","[0.4984, 0.65, 0.1281, 0.2555]",True,[232 315  86  86],0.578435480594635,bird
4040,ZJ020528,test_features/ZJ020528.jpg,S0052,0.512,"(4, 4, 515, 952)","[0, 0, 1.0, 0.9685]",True,[  0   1 522 957],0.6269116997718811,leopard
4041,ZJ020529,test_features/ZJ020529.jpg,S0082,0.896,"(10, 252, 509, 703)","[0.2583, 0.01111, 0.7406, 0.9574]",True,[ 20 241 503 718],0.5485837459564209,leopard
4042,ZJ020530,test_features/ZJ020530.jpg,S0072,0.941,"(355, 499, 164, 170)","[0.5156, 0.6499, 0.1854, 0.3185]",True,[350 494 171 177],0.4541362226009369,monkey_prosimian
4043,ZJ020531,test_features/ZJ020531.jpg,S0037,0.0118,"(161, 202, 45, 41)","[0.3093, 0.4361, 0.07656, 0.1472]",True,,,
4044,ZJ020532,test_features/ZJ020532.jpg,S0162,0.524,"(316, 143, 58, 147)","[0.1447, 0.5777, 0.1614, 0.1222]",True,[395 365 126 183],0.4470215439796448,bird
4045,ZJ020533,test_features/ZJ020533.jpg,S0162,0.00602,"(185, 745, 336, 211)","[0.7718, 0.3351, 0.2281, 0.637]",True,,,
4046,ZJ020534,test_features/ZJ020534.jpg,S0040,0.954,"(157, 494, 162, 384)","[0.5104, 0.2833, 0.4083, 0.3148]",True,[152 490 170 395],0.36500316858291626,animal
4047,ZJ020535,test_features/ZJ020535.jpg,S0067,0.102,"(134, 294, 101, 145)","[0.4531, 0.3611, 0.239, 0.3027]",True,,,
4048,ZJ020536,test_features/ZJ020536.jpg,S0082,0.898,"(248, 652, 222, 304)","[0.6749, 0.4518, 0.3249, 0.4259]",True,,,
4049,ZJ020537,test_features/ZJ020537.jpg,S0145,0.0547,"(366, 400, 153, 96)","[0.4125, 0.6703, 0.1083, 0.2981]",True,,,
4050,ZJ020538,test_features/ZJ020538.jpg,S0128,0.0249,"(286, 480, 9, 34)","[0.7437, 0.7833, 0.06562, 0.04722]",True,,,
4051,ZJ020539,test_features/ZJ020539.jpg,S0072,0.594,"(490, 450, 30, 132)","[0.4645, 0.9, 0.1458, 0.07037]",True,,,
4052,ZJ020540,test_features/ZJ020540.jpg,S0199,0.178,"(136, 57, 31, 121)","[0.1472, 0.55, 0.3583, 0.1624]",True,,,
4053,ZJ020541,test_features/ZJ020541.jpg,S0072,0.938,"(410, 227, 109, 259)","[0.2322, 0.7518, 0.2781, 0.2166]",True,[406 221 116 275],0.42060598731040955,monkey_prosimian
4054,ZJ020542,test_features/ZJ020542.jpg,S0091,0.376,"(397, 353, 79, 209)","[0.3635, 0.7277, 0.226, 0.1611]",True,,,
4055,ZJ020543,test_features/ZJ020543.jpg,S0040,0.941,"(146, 229, 158, 433)","[0.2343, 0.2629, 0.4593, 0.3074]",True,[315  82  60  61],0.31634265184402466,bird
4056,ZJ020544,test_features/ZJ020544.jpg,S0064,0.0121,"(180, 643, 76, 81)","[0.6656, 0.3259, 0.0927, 0.1555]",True,,,
4057,ZJ020545,test_features/ZJ020545.jpg,S0041,0.825,"(140, 4, 172, 255)","[0, 0.3777, 0.4109, 0.5]",True,[136   0 164 261],0.42169278860092163,animal
4058,ZJ020546,test_features/ZJ020546.jpg,S0040,0.823,"(202, 240, 105, 418)","[0.2458, 0.3666, 0.4437, 0.2092]",True,[196 441 107 218],0.4424416124820709,animal
4059,ZJ020547,test_features/ZJ020547.jpg,S0072,0.933,"(362, 571, 137, 70)","[0.5906, 0.6629, 0.08124, 0.2685]",True,[358 566 142  79],0.49515482783317566,animal
4060,ZJ020548,test_features/ZJ020548.jpg,S0162,0.357,"(397, 284, 47, 93)","[0.2916, 0.7277, 0.1052, 0.1018]",True,,,
4061,ZJ020549,test_features/ZJ020549.jpg,S0086,0.569,"(239, 103, 45, 222)","[0.1546, 0.7014, 0.3593, 0.1582]",True,,,
4062,ZJ020550,test_features/ZJ020550.jpg,S0142,0.062,"(159, 350, 49, 17)","[0.5406, 0.4626, 0.03906, 0.1701]",True,,,
4063,ZJ020551,test_features/ZJ020551.jpg,S0086,0.324,"(147, 48, 14, 27)","[0.1375, 0.5958, 0.1093, 0.09166]",True,[200 128  39 129],0.3222779631614685,animal
4064,ZJ020552,test_features/ZJ020552.jpg,S0168,0.707,"(157, 160, 67, 35)","[0.4333, 0.6374, 0.1194, 0.3125]",True,[145 145  81  70],0.5415288805961609,animal
4065,ZJ020553,test_features/ZJ020553.jpg,S0162,0.857,"(386, 4, 104, 109)","[0, 0.7074, 0.1218, 0.2074]",True,,,
4066,ZJ020554,test_features/ZJ020554.jpg,S0116,0.93,"(249, 470, 91, 80)","[0.7281, 0.6805, 0.1375, 0.275]",True,[245 465  96  95],0.6951456665992737,bird
4067,ZJ020555,test_features/ZJ020555.jpg,S0140,0.0109,"(403, 939, 57, 17)","[0.9739, 0.7388, 0.02604, 0.1203]",True,,,
4068,ZJ020556,test_features/ZJ020556.jpg,S0039,0.697,"(342, 547, 160, 115)","[0.5656, 0.6259, 0.1281, 0.3111]",True,[502   0  36  37],0.31102028489112854,civet_genet
4069,ZJ020557,test_features/ZJ020557.jpg,S0114,0.929,"(5, 4, 334, 419)","[0, 0.002777, 0.6671, 0.9499]",True,[  0   0 343 443],0.5322778820991516,leopard
4070,ZJ020558,test_features/ZJ020558.jpg,S0162,0.1,"(179, 924, 126, 32)","[0.9583, 0.3398, 0.04166, 0.2601]",True,,,
4071,ZJ020559,test_features/ZJ020559.jpg,S0126,0.0065,"(321, 950, 37, 6)","[0.9854, 0.587, 0.01458, 0.08333]",True,,,
4072,ZJ020560,test_features/ZJ020560.jpg,S0162,,,,False,,,
4073,ZJ020561,test_features/ZJ020561.jpg,S0072,0.938,"(339, 488, 180, 183)","[0.5041, 0.6203, 0.1989, 0.3481]",True,[335 487 186 187],0.6152263283729553,monkey_prosimian
4074,ZJ020562,test_features/ZJ020562.jpg,S0109,,,,False,,,
4075,ZJ020563,test_features/ZJ020563.jpg,S0111,0.399,"(224, 166, 51, 156)","[0.2531, 0.6111, 0.2562, 0.1638]",True,,,
4076,ZJ020564,test_features/ZJ020564.jpg,S0040,0.0701,"(290, 6, 230, 944)","[0.002083, 0.5296, 0.9916, 0.4407]",True,,,
4077,ZJ020565,test_features/ZJ020565.jpg,S0091,0.672,"(406, 339, 88, 340)","[0.3489, 0.7444, 0.3625, 0.1777]",True,,,
