id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ019930,test_features/ZJ019930.jpg,S0039,,,,False
ZJ019931,test_features/ZJ019931.jpg,S0082,0.891,"(211, 4, 262, 326)","[0, 0.3833, 0.3479, 0.5]",True
ZJ019932,test_features/ZJ019932.jpg,S0128,0.948,"(263, 347, 76, 79)","[0.5359, 0.7194, 0.1359, 0.2333]",True
ZJ019933,test_features/ZJ019933.jpg,S0116,0.678,"(274, 82, 66, 78)","[0.1218, 0.75, 0.1343, 0.2055]",True
ZJ019934,test_features/ZJ019934.jpg,S0128,0.601,"(195, 118, 67, 90)","[0.1781, 0.5305, 0.1531, 0.2083]",True
ZJ019935,test_features/ZJ019935.jpg,S0114,0.0135,"(4, 12, 327, 624)","[0.0125, 0, 0.9875, 1.0]",True
ZJ019936,test_features/ZJ019936.jpg,S0065,0.0509,"(5, 618, 332, 18)","[0.9593, 0.002777, 0.04062, 0.9444]",True
ZJ019937,test_features/ZJ019937.jpg,S0040,0.922,"(169, 738, 148, 211)","[0.7645, 0.3055, 0.2281, 0.2888]",True
ZJ019938,test_features/ZJ019938.jpg,S0116,0.644,"(279, 76, 61, 75)","[0.1125, 0.7638, 0.1296, 0.1916]",True
ZJ019939,test_features/ZJ019939.jpg,S0064,0.458,"(133, 42, 195, 225)","[0.03958, 0.2388, 0.2427, 0.3759]",True
ZJ019940,test_features/ZJ019940.jpg,S0114,0.768,"(4, 4, 335, 215)","[0, 0, 0.3484, 0.9527]",True
ZJ019941,test_features/ZJ019941.jpg,S0116,0.913,"(295, 203, 45, 136)","[0.3109, 0.8083, 0.2249, 0.1472]",True
ZJ019942,test_features/ZJ019942.jpg,S0114,0.485,"(4, 4, 326, 599)","[0, 0, 0.9484, 0.997]",True
ZJ019943,test_features/ZJ019943.jpg,S0037,0.0168,"(140, 375, 114, 173)","[0.5796, 0.3777, 0.2828, 0.3388]",True
ZJ019944,test_features/ZJ019944.jpg,S0052,0.632,"(486, 204, 34, 252)","[0.2083, 0.8925, 0.2708, 0.07777]",True
ZJ019945,test_features/ZJ019945.jpg,S0128,0.713,"(283, 283, 57, 163)","[0.4359, 0.7749, 0.2671, 0.1805]",True
ZJ019946,test_features/ZJ019946.jpg,S0162,0.401,"(205, 579, 78, 32)","[0.5989, 0.3722, 0.04166, 0.1592]",True
ZJ019947,test_features/ZJ019947.jpg,S0114,0.00682,"(124, 493, 213, 143)","[0.764, 0.3333, 0.2359, 0.6138]",True
ZJ019948,test_features/ZJ019948.jpg,S0064,0.618,"(334, 278, 87, 289)","[0.2854, 0.6111, 0.3093, 0.1759]",True
ZJ019949,test_features/ZJ019949.jpg,S0072,0.954,"(399, 405, 120, 150)","[0.4177, 0.7314, 0.1645, 0.237]",True
ZJ019950,test_features/ZJ019950.jpg,S0072,0.0687,"(481, 4, 39, 132)","[0, 0.8833, 0.1458, 0.08703]",True
ZJ019951,test_features/ZJ019951.jpg,S0166,,,,False
ZJ019952,test_features/ZJ019952.jpg,S0041,0.901,"(5, 4, 351, 195)","[0, 0.002777, 0.3171, 0.9972]",True
ZJ019953,test_features/ZJ019953.jpg,S0012,0.396,"(279, 838, 38, 37)","[0.8687, 0.5092, 0.04687, 0.08518]",True
ZJ019954,test_features/ZJ019954.jpg,S0040,0.026,"(330, 4, 191, 761)","[0, 0.6037, 0.801, 0.3685]",True
ZJ019955,test_features/ZJ019955.jpg,S0114,0.263,"(5, 4, 334, 141)","[0, 0.002777, 0.2328, 0.9499]",True
ZJ019956,test_features/ZJ019956.jpg,S0065,0.369,"(299, 247, 41, 139)","[0.3796, 0.8194, 0.2296, 0.1361]",True
ZJ019957,test_features/ZJ019957.jpg,S0100,0.644,"(229, 106, 107, 154)","[0.1593, 0.6249, 0.2531, 0.3194]",True
ZJ019958,test_features/ZJ019958.jpg,S0040,0.0417,"(130, 567, 48, 89)","[0.5864, 0.2333, 0.101, 0.1037]",True
ZJ019959,test_features/ZJ019959.jpg,S0072,0.584,"(328, 450, 81, 133)","[0.4645, 0.5999, 0.1468, 0.1648]",True
ZJ019960,test_features/ZJ019960.jpg,S0128,0.933,"(189, 322, 93, 131)","[0.4968, 0.5138, 0.2171, 0.2805]",True
ZJ019961,test_features/ZJ019961.jpg,S0033,0.905,"(167, 284, 172, 305)","[0.4375, 0.4527, 0.489, 0.5]",True
ZJ019962,test_features/ZJ019962.jpg,S0111,0.291,"(339, 390, 17, 11)","[0.6031, 0.9305, 0.02968, 0.06944]",True
ZJ019963,test_features/ZJ019963.jpg,S0194,0.0658,"(75, 4, 160, 14)","[0, 0.2958, 0.06111, 0.6999]",True
ZJ019964,test_features/ZJ019964.jpg,S0128,0.639,"(275, 288, 24, 38)","[0.4437, 0.7527, 0.07187, 0.08888]",True
ZJ019965,test_features/ZJ019965.jpg,S0082,0.894,"(332, 749, 187, 207)","[0.776, 0.6074, 0.2239, 0.3611]",True
ZJ019966,test_features/ZJ019966.jpg,S0082,0.929,"(252, 634, 218, 322)","[0.6562, 0.4592, 0.3437, 0.4185]",True
ZJ019967,test_features/ZJ019967.jpg,S0116,0.363,"(244, 507, 52, 43)","[0.7859, 0.7164, 0.07968, 0.1791]",True
ZJ019968,test_features/ZJ019968.jpg,S0116,0.689,"(180, 366, 145, 63)","[0.5656, 0.4888, 0.1109, 0.425]",True
ZJ019969,test_features/ZJ019969.jpg,S0116,0.233,"(285, 354, 32, 31)","[0.5468, 0.7805, 0.06093, 0.1111]",True
ZJ019970,test_features/ZJ019970.jpg,S0040,0.277,"(287, 5, 231, 947)","[0.001041, 0.524, 0.9947, 0.4425]",True
ZJ019971,test_features/ZJ019971.jpg,S0162,0.516,"(296, 502, 123, 191)","[0.5187, 0.5407, 0.2072, 0.2425]",True
ZJ019972,test_features/ZJ019972.jpg,S0086,0.156,"(131, 263, 34, 39)","[0.8093, 0.5291, 0.1468, 0.1749]",True
ZJ019973,test_features/ZJ019973.jpg,S0033,0.884,"(7, 4, 333, 129)","[0, 0.008333, 0.214, 0.9472]",True
ZJ019974,test_features/ZJ019974.jpg,S0165,0.67,"(211, 171, 25, 93)","[0.4638, 0.8624, 0.2805, 0.1375]",True
ZJ019975,test_features/ZJ019975.jpg,S0067,0.0987,"(53, 4, 179, 104)","[0, 0.1361, 0.1749, 0.5194]",True
ZJ019976,test_features/ZJ019976.jpg,S0064,0.00717,"(425, 4, 94, 160)","[0, 0.7796, 0.1749, 0.1888]",True
ZJ019977,test_features/ZJ019977.jpg,S0116,0.581,"(215, 369, 22, 68)","[0.5703, 0.5861, 0.1187, 0.08333]",True
ZJ019978,test_features/ZJ019978.jpg,S0040,0.956,"(289, 843, 89, 77)","[0.8739, 0.5277, 0.08854, 0.1796]",True
ZJ019979,test_features/ZJ019979.jpg,S0126,0.761,"(423, 574, 96, 130)","[0.5937, 0.7759, 0.1437, 0.1925]",True
ZJ019980,test_features/ZJ019980.jpg,S0128,0.446,"(271, 295, 30, 107)","[0.4546, 0.797, 0.1796, 0.1134]",True
ZJ019981,test_features/ZJ019981.jpg,S0082,0.437,"(4, 278, 515, 678)","[0.2854, 0, 0.7145, 0.9685]",True
ZJ019982,test_features/ZJ019982.jpg,S0040,0.398,"(237, 856, 75, 97)","[0.8874, 0.4314, 0.1093, 0.1537]",True
ZJ019983,test_features/ZJ019983.jpg,S0072,0.338,"(349, 222, 48, 28)","[0.227, 0.6699, 0.0375, 0.1087]",True
ZJ019984,test_features/ZJ019984.jpg,S0041,0.737,"(149, 310, 120, 277)","[0.4781, 0.4027, 0.4453, 0.3555]",True
ZJ019985,test_features/ZJ019985.jpg,S0100,,,,False
ZJ019986,test_features/ZJ019986.jpg,S0037,0.0135,"(130, 4, 130, 73)","[0, 0.35, 0.1265, 0.3833]",True
ZJ019987,test_features/ZJ019987.jpg,S0111,0.119,"(233, 194, 42, 73)","[0.2968, 0.6361, 0.1265, 0.1388]",True
ZJ019988,test_features/ZJ019988.jpg,S0189,0.147,"(192, 216, 24, 20)","[0.5888, 0.7833, 0.07777, 0.1333]",True
ZJ019989,test_features/ZJ019989.jpg,S0066,0.379,"(229, 485, 29, 72)","[0.7515, 0.6249, 0.125, 0.1027]",True
ZJ019990,test_features/ZJ019990.jpg,S0189,0.918,"(95, 119, 124, 67)","[0.3194, 0.3791, 0.2083, 0.55]",True
ZJ019991,test_features/ZJ019991.jpg,S0065,0.461,"(293, 166, 47, 97)","[0.2531, 0.8027, 0.164, 0.1527]",True
ZJ019992,test_features/ZJ019992.jpg,S0111,0.959,"(143, 247, 213, 259)","[0.3796, 0.3861, 0.4171, 0.6138]",True
ZJ019993,test_features/ZJ019993.jpg,S0040,0.961,"(152, 180, 155, 482)","[0.1833, 0.274, 0.5104, 0.3018]",True
ZJ019994,test_features/ZJ019994.jpg,S0128,0.922,"(302, 405, 38, 137)","[0.6265, 0.8277, 0.2265, 0.1277]",True
ZJ019995,test_features/ZJ019995.jpg,S0072,0.84,"(339, 348, 101, 125)","[0.3583, 0.6203, 0.1385, 0.2018]",True
ZJ019996,test_features/ZJ019996.jpg,S0111,0.916,"(225, 257, 131, 292)","[0.3953, 0.6138, 0.4687, 0.3861]",True
ZJ019997,test_features/ZJ019997.jpg,S0189,0.265,"(195, 64, 41, 59)","[0.1666, 0.7958, 0.1861, 0.2041]",True
ZJ019998,test_features/ZJ019998.jpg,S0162,0.155,"(212, 651, 30, 41)","[0.6739, 0.3851, 0.05104, 0.07037]",True
ZJ019999,test_features/ZJ019999.jpg,S0111,0.422,"(115, 354, 97, 48)","[0.5468, 0.3083, 0.08749, 0.2916]",True
ZJ020000,test_features/ZJ020000.jpg,S0114,0.626,"(4, 4, 335, 437)","[0, 0, 0.6953, 0.9527]",True
ZJ020001,test_features/ZJ020001.jpg,S0041,0.775,"(157, 400, 68, 52)","[0.6187, 0.4249, 0.09375, 0.2111]",True
ZJ020002,test_features/ZJ020002.jpg,S0128,0.518,"(248, 375, 33, 62)","[0.5796, 0.6777, 0.1093, 0.1138]",True
ZJ020003,test_features/ZJ020003.jpg,S0011,0.00679,"(4, 428, 252, 208)","[0.6625, 0, 0.3375, 0.7222]",True
ZJ020004,test_features/ZJ020004.jpg,S0040,0.743,"(205, 304, 214, 86)","[0.3124, 0.3902, 0.09791, 0.431]",True
ZJ020005,test_features/ZJ020005.jpg,S0057,0.499,"(4, 119, 489, 717)","[0.1197, 0, 0.7552, 0.9203]",True
ZJ020006,test_features/ZJ020006.jpg,S0116,0.569,"(269, 492, 58, 56)","[0.7624, 0.7361, 0.1, 0.1833]",True
ZJ020007,test_features/ZJ020007.jpg,S0162,,,,False
ZJ020008,test_features/ZJ020008.jpg,S0116,0.739,"(205, 63, 71, 102)","[0.09218, 0.5583, 0.1718, 0.2194]",True
ZJ020009,test_features/ZJ020009.jpg,S0037,0.853,"(231, 269, 125, 356)","[0.414, 0.6305, 0.5687, 0.3694]",True
ZJ020010,test_features/ZJ020010.jpg,S0100,,,,False
ZJ020011,test_features/ZJ020011.jpg,S0142,0.0457,"(176, 4, 53, 38)","[0, 0.4777, 0.07187, 0.1694]",True
ZJ020012,test_features/ZJ020012.jpg,S0126,0.634,"(441, 171, 59, 60)","[0.1739, 0.8092, 0.07083, 0.124]",True
ZJ020013,test_features/ZJ020013.jpg,S0126,0.892,"(431, 144, 89, 213)","[0.1458, 0.7907, 0.2302, 0.1796]",True
ZJ020014,test_features/ZJ020014.jpg,S0086,0.534,"(123, 110, 106, 111)","[0.3312, 0.4958, 0.3718, 0.4749]",True
ZJ020015,test_features/ZJ020015.jpg,S0116,0.827,"(276, 282, 64, 161)","[0.4343, 0.7555, 0.264, 0.2]",True
ZJ020016,test_features/ZJ020016.jpg,S0041,0.826,"(162, 475, 133, 161)","[0.7359, 0.4388, 0.264, 0.3916]",True
ZJ020017,test_features/ZJ020017.jpg,S0012,0.0334,"(329, 747, 55, 95)","[0.7739, 0.6018, 0.1072, 0.1166]",True
ZJ020018,test_features/ZJ020018.jpg,S0072,0.124,"(348, 222, 51, 35)","[0.227, 0.6679, 0.04479, 0.1145]",True
ZJ020019,test_features/ZJ020019.jpg,S0012,0.0181,"(9, 4, 505, 952)","[0, 0.009259, 1.0, 0.9499]",True
ZJ020020,test_features/ZJ020020.jpg,S0199,0.336,"(139, 63, 27, 113)","[0.1638, 0.5625, 0.3361, 0.1458]",True
ZJ020021,test_features/ZJ020021.jpg,S0086,0.601,"(66, 6, 72, 92)","[0.006249, 0.2883, 0.3125, 0.372]",True
ZJ020022,test_features/ZJ020022.jpg,S0065,,,,False
ZJ020023,test_features/ZJ020023.jpg,S0012,0.467,"(221, 787, 45, 102)","[0.8156, 0.4018, 0.1145, 0.09814]",True
ZJ020024,test_features/ZJ020024.jpg,S0100,0.766,"(117, 4, 222, 398)","[0, 0.3138, 0.6343, 0.6388]",True
ZJ020025,test_features/ZJ020025.jpg,S0162,0.83,"(370, 340, 105, 132)","[0.35, 0.6777, 0.1458, 0.2092]",True
ZJ020026,test_features/ZJ020026.jpg,S0072,0.28,"(268, 637, 48, 95)","[0.6593, 0.4888, 0.1072, 0.1037]",True
ZJ020027,test_features/ZJ020027.jpg,S0040,0.317,"(287, 5, 232, 950)","[0.001041, 0.524, 0.9979, 0.4444]",True
ZJ020028,test_features/ZJ020028.jpg,S0086,0.408,"(148, 171, 39, 41)","[0.5218, 0.6, 0.1531, 0.1958]",True
ZJ020029,test_features/ZJ020029.jpg,S0111,0.829,"(177, 387, 65, 45)","[0.5984, 0.4805, 0.08281, 0.2027]",True
ZJ020030,test_features/ZJ020030.jpg,S0151,0.903,"(186, 415, 170, 192)","[0.6421, 0.5055, 0.3125, 0.4944]",True
ZJ020031,test_features/ZJ020031.jpg,S0037,0.679,"(85, 250, 134, 100)","[0.3843, 0.225, 0.1687, 0.3944]",True
ZJ020032,test_features/ZJ020032.jpg,S0162,,,,False
ZJ020033,test_features/ZJ020033.jpg,S0072,,,,False
ZJ020034,test_features/ZJ020034.jpg,S0040,0.963,"(151, 125, 153, 542)","[0.126, 0.2722, 0.5729, 0.2981]",True
ZJ020035,test_features/ZJ020035.jpg,S0065,0.0589,"(295, 144, 44, 91)","[0.2187, 0.8083, 0.1546, 0.1444]",True
ZJ020036,test_features/ZJ020036.jpg,S0040,0.888,"(206, 318, 85, 196)","[0.327, 0.374, 0.2125, 0.1722]",True
ZJ020037,test_features/ZJ020037.jpg,S0064,,,,False
ZJ020038,test_features/ZJ020038.jpg,S0162,0.0224,"(156, 4, 79, 15)","[0, 0.2814, 0.02395, 0.1611]",True
ZJ020039,test_features/ZJ020039.jpg,S0037,0.306,"(183, 417, 89, 116)","[0.6453, 0.4972, 0.1937, 0.2694]",True
ZJ020040,test_features/ZJ020040.jpg,S0116,0.713,"(258, 333, 65, 82)","[0.514, 0.7055, 0.1406, 0.2027]",True
ZJ020041,test_features/ZJ020041.jpg,S0114,0.849,"(4, 9, 325, 627)","[0.007812, 0, 0.9921, 0.994]",True
ZJ020042,test_features/ZJ020042.jpg,S0034,0.684,"(285, 561, 55, 75)","[0.8703, 0.7805, 0.1296, 0.1749]",True
ZJ020043,test_features/ZJ020043.jpg,S0055,0.793,"(228, 4, 111, 119)","[0, 0.6222, 0.1984, 0.3305]",True
ZJ020044,test_features/ZJ020044.jpg,S0126,0.875,"(430, 150, 90, 206)","[0.152, 0.7888, 0.2229, 0.1814]",True
ZJ020045,test_features/ZJ020045.jpg,S0067,0.669,"(77, 4, 278, 186)","[0, 0.2027, 0.3031, 0.7944]",True
ZJ020046,test_features/ZJ020046.jpg,S0082,0.632,"(283, 488, 192, 372)","[0.5041, 0.5166, 0.3958, 0.3703]",True
ZJ020047,test_features/ZJ020047.jpg,S0072,0.932,"(436, 278, 84, 152)","[0.2854, 0.7999, 0.1666, 0.1703]",True
ZJ020048,test_features/ZJ020048.jpg,S0087,0.034,"(49, 4, 17, 15)","[0, 0.3749, 0.1437, 0.2083]",True
ZJ020049,test_features/ZJ020049.jpg,S0041,0.298,"(173, 535, 179, 101)","[0.8296, 0.4694, 0.1703, 0.5194]",True
ZJ020050,test_features/ZJ020050.jpg,S0114,0.849,"(4, 4, 325, 263)","[0, 0, 0.4234, 0.994]",True
ZJ020051,test_features/ZJ020051.jpg,S0142,0.0384,"(146, 4, 37, 50)","[0, 0.3944, 0.09062, 0.125]",True
ZJ020052,test_features/ZJ020052.jpg,S0091,0.771,"(321, 652, 177, 119)","[0.675, 0.587, 0.1322, 0.3425]",True
ZJ020053,test_features/ZJ020053.jpg,S0067,0.441,"(123, 270, 74, 155)","[0.4156, 0.3305, 0.2546, 0.2277]",True
ZJ020054,test_features/ZJ020054.jpg,S0114,0.725,"(4, 4, 325, 188)","[0, 0, 0.3062, 0.994]",True
ZJ020055,test_features/ZJ020055.jpg,S0012,0.536,"(280, 838, 36, 37)","[0.8687, 0.5111, 0.04687, 0.08148]",True
ZJ020056,test_features/ZJ020056.jpg,S0116,0.845,"(237, 311, 85, 109)","[0.4796, 0.6472, 0.1828, 0.2583]",True
ZJ020057,test_features/ZJ020057.jpg,S0067,0.313,"(215, 4, 69, 85)","[0, 0.5861, 0.1453, 0.2138]",True
ZJ020058,test_features/ZJ020058.jpg,S0114,0.335,"(5, 4, 334, 324)","[0, 0.002777, 0.5187, 0.9499]",True
ZJ020059,test_features/ZJ020059.jpg,S0086,0.0148,"(113, 27, 39, 62)","[0.07187, 0.4541, 0.2187, 0.1958]",True
ZJ020060,test_features/ZJ020060.jpg,S0126,0.936,"(414, 523, 94, 164)","[0.5406, 0.7592, 0.1791, 0.1888]",True
ZJ020061,test_features/ZJ020061.jpg,S0181,0.0318,"(63, 99, 63, 35)","[0.2638, 0.2458, 0.1194, 0.2958]",True
ZJ020062,test_features/ZJ020062.jpg,S0040,0.286,"(291, 5, 229, 949)","[0.001041, 0.5314, 0.9968, 0.4388]",True
ZJ020063,test_features/ZJ020063.jpg,S0052,,,,False
ZJ020064,test_features/ZJ020064.jpg,S0055,0.897,"(220, 4, 119, 195)","[0, 0.5999, 0.3171, 0.3527]",True
ZJ020065,test_features/ZJ020065.jpg,S0142,0.00638,"(250, 475, 97, 161)","[0.7359, 0.6833, 0.264, 0.2916]",True
ZJ020066,test_features/ZJ020066.jpg,S0199,0.223,"(138, 64, 31, 117)","[0.1666, 0.5583, 0.3472, 0.1624]",True
ZJ020067,test_features/ZJ020067.jpg,S0057,0.398,"(4, 296, 515, 660)","[0.3041, 0, 0.6958, 0.9685]",True
ZJ020068,test_features/ZJ020068.jpg,S0199,0.017,"(79, 4, 90, 4)","[0, 0.3124, 0.03333, 0.4083]",True
ZJ020069,test_features/ZJ020069.jpg,S0041,0.728,"(112, 4, 189, 122)","[0, 0.3, 0.2031, 0.5472]",True
ZJ020070,test_features/ZJ020070.jpg,S0086,0.301,"(109, 34, 31, 42)","[0.09375, 0.4883, 0.1562, 0.1813]",True
ZJ020071,test_features/ZJ020071.jpg,S0162,0.0227,"(177, 920, 110, 36)","[0.9541, 0.3203, 0.04583, 0.2185]",True
ZJ020072,test_features/ZJ020072.jpg,S0114,0.895,"(4, 4, 326, 205)","[0, 0, 0.3328, 0.997]",True
ZJ020073,test_features/ZJ020073.jpg,S0142,0.0485,"(176, 4, 54, 35)","[0, 0.4777, 0.06718, 0.1722]",True
ZJ020074,test_features/ZJ020074.jpg,S0040,0.878,"(193, 366, 105, 125)","[0.377, 0.35, 0.1385, 0.2092]",True
ZJ020075,test_features/ZJ020075.jpg,S0116,0.843,"(193, 137, 51, 90)","[0.2078, 0.5249, 0.1531, 0.1638]",True
ZJ020076,test_features/ZJ020076.jpg,S0040,0.915,"(252, 541, 33, 125)","[0.5593, 0.4592, 0.1385, 0.07592]",True
ZJ020077,test_features/ZJ020077.jpg,S0162,0.193,"(329, 599, 91, 125)","[0.6197, 0.6018, 0.1385, 0.1833]",True
ZJ020078,test_features/ZJ020078.jpg,S0162,0.896,"(442, 149, 77, 267)","[0.151, 0.8111, 0.2864, 0.1574]",True
ZJ020079,test_features/ZJ020079.jpg,S0116,0.0145,"(76, 240, 122, 86)","[0.3687, 0.2, 0.1468, 0.3611]",True
ZJ020080,test_features/ZJ020080.jpg,S0154,0.33,"(279, 115, 45, 68)","[0.1734, 0.8208, 0.1187, 0.1582]",True
ZJ020081,test_features/ZJ020081.jpg,S0100,,,,False
ZJ020082,test_features/ZJ020082.jpg,S0082,0.21,"(202, 756, 274, 200)","[0.7833, 0.3666, 0.2166, 0.5222]",True
ZJ020083,test_features/ZJ020083.jpg,S0041,0.9,"(102, 292, 182, 214)","[0.45, 0.2722, 0.3468, 0.5277]",True
ZJ020084,test_features/ZJ020084.jpg,S0142,0.353,"(153, 475, 106, 115)","[0.7359, 0.4138, 0.1921, 0.3166]",True
ZJ020085,test_features/ZJ020085.jpg,S0082,0.205,"(351, 663, 106, 112)","[0.6864, 0.6425, 0.125, 0.2111]",True
ZJ020086,test_features/ZJ020086.jpg,S0086,0.94,"(133, 129, 103, 114)","[0.3906, 0.5375, 0.3812, 0.4625]",True
ZJ020087,test_features/ZJ020087.jpg,S0162,0.0749,"(320, 314, 50, 32)","[0.3229, 0.5851, 0.04166, 0.1074]",True
ZJ020088,test_features/ZJ020088.jpg,S0072,0.955,"(387, 544, 133, 71)","[0.5625, 0.7092, 0.08229, 0.2611]",True
ZJ020089,test_features/ZJ020089.jpg,S0041,0.76,"(177, 412, 42, 91)","[0.6375, 0.4805, 0.1546, 0.1388]",True
ZJ020090,test_features/ZJ020090.jpg,S0086,0.155,"(192, 200, 38, 45)","[0.6124, 0.7833, 0.1656, 0.1916]",True
ZJ020091,test_features/ZJ020091.jpg,S0087,,,,False
ZJ020092,test_features/ZJ020092.jpg,S0199,0.0102,"(60, 81, 20, 11)","[0.2138, 0.2333, 0.05277, 0.1166]",True
ZJ020093,test_features/ZJ020093.jpg,S0086,0.459,"(77, 32, 57, 72)","[0.0875, 0.3041, 0.25, 0.2708]",True
ZJ020094,test_features/ZJ020094.jpg,S0162,0.144,"(178, 921, 109, 35)","[0.9552, 0.3222, 0.04479, 0.2166]",True
ZJ020095,test_features/ZJ020095.jpg,S0162,0.357,"(471, 82, 49, 112)","[0.08124, 0.8648, 0.125, 0.1055]",True
ZJ020096,test_features/ZJ020096.jpg,S0116,0.875,"(239, 412, 92, 33)","[0.6374, 0.7014, 0.06406, 0.2985]",True
ZJ020097,test_features/ZJ020097.jpg,S0116,0.605,"(198, 130, 43, 87)","[0.1968, 0.5388, 0.1484, 0.1416]",True
ZJ020098,test_features/ZJ020098.jpg,S0033,0.746,"(97, 75, 242, 232)","[0.1109, 0.2583, 0.375, 0.6944]",True
ZJ020099,test_features/ZJ020099.jpg,S0111,0.833,"(230, 331, 126, 205)","[0.5109, 0.6277, 0.3328, 0.3722]",True
ZJ020100,test_features/ZJ020100.jpg,S0040,0.906,"(259, 517, 46, 68)","[0.5343, 0.4722, 0.07916, 0.1]",True
ZJ020101,test_features/ZJ020101.jpg,S0100,0.525,"(280, 195, 51, 122)","[0.2984, 0.8238, 0.2031, 0.1761]",True
ZJ020102,test_features/ZJ020102.jpg,S0033,0.517,"(103, 335, 126, 88)","[0.5171, 0.2749, 0.15, 0.3722]",True
ZJ020103,test_features/ZJ020103.jpg,S0116,0.777,"(246, 308, 78, 106)","[0.4749, 0.6722, 0.1781, 0.2388]",True
ZJ020104,test_features/ZJ020104.jpg,S0086,0.375,"(78, 41, 54, 59)","[0.1156, 0.3083, 0.2093, 0.2583]",True
ZJ020105,test_features/ZJ020105.jpg,S0040,0.792,"(296, 122, 76, 97)","[0.1229, 0.5407, 0.1093, 0.1555]",True
ZJ020106,test_features/ZJ020106.jpg,S0100,0.931,"(269, 235, 70, 35)","[0.3609, 0.7361, 0.06718, 0.2166]",True
ZJ020107,test_features/ZJ020107.jpg,S0162,0.761,"(431, 4, 89, 269)","[0, 0.7907, 0.2885, 0.1796]",True
ZJ020108,test_features/ZJ020108.jpg,S0116,0.75,"(189, 180, 55, 56)","[0.2749, 0.5138, 0.1, 0.1749]",True
ZJ020109,test_features/ZJ020109.jpg,S0103,0.0262,"(259, 182, 45, 19)","[0.2781, 0.7083, 0.04218, 0.1472]",True
ZJ020110,test_features/ZJ020110.jpg,S0111,0.178,"(164, 354, 33, 35)","[0.5468, 0.4444, 0.06718, 0.1138]",True
ZJ020111,test_features/ZJ020111.jpg,S0162,0.0481,"(319, 309, 38, 37)","[0.3177, 0.5833, 0.04687, 0.08518]",True
ZJ020112,test_features/ZJ020112.jpg,S0118,,,,False
ZJ020113,test_features/ZJ020113.jpg,S0128,0.258,"(208, 4, 32, 72)","[0, 0.5666, 0.125, 0.1111]",True
ZJ020114,test_features/ZJ020114.jpg,S0055,0.91,"(79, 336, 225, 300)","[0.5187, 0.2083, 0.4812, 0.6472]",True
ZJ020115,test_features/ZJ020115.jpg,S0100,0.927,"(137, 4, 202, 286)","[0, 0.3694, 0.4593, 0.5833]",True
ZJ020116,test_features/ZJ020116.jpg,S0067,0.472,"(133, 4, 223, 178)","[0, 0.3583, 0.2906, 0.6416]",True
ZJ020117,test_features/ZJ020117.jpg,S0012,0.00682,"(316, 4, 85, 53)","[0, 0.5777, 0.06354, 0.1722]",True
ZJ020118,test_features/ZJ020118.jpg,S0142,0.0224,"(180, 4, 54, 83)","[0, 0.5253, 0.1421, 0.185]",True
ZJ020119,test_features/ZJ020119.jpg,S0057,0.549,"(4, 295, 515, 660)","[0.3031, 0, 0.6958, 0.9685]",True
ZJ020120,test_features/ZJ020120.jpg,S0072,0.651,"(397, 267, 51, 96)","[0.2739, 0.7277, 0.1083, 0.1092]",True
ZJ020121,test_features/ZJ020121.jpg,S0072,0.192,"(367, 443, 72, 117)","[0.4572, 0.6722, 0.1302, 0.1481]",True
ZJ020122,test_features/ZJ020122.jpg,S0072,0.923,"(393, 380, 126, 176)","[0.3916, 0.7203, 0.1916, 0.2481]",True
ZJ020123,test_features/ZJ020123.jpg,S0118,0.263,"(310, 136, 30, 84)","[0.2062, 0.85, 0.1437, 0.1055]",True
ZJ020124,test_features/ZJ020124.jpg,S0048,0.775,"(159, 510, 164, 112)","[0.7906, 0.4305, 0.1875, 0.4777]",True
ZJ020125,test_features/ZJ020125.jpg,S0194,,,,False
ZJ020126,test_features/ZJ020126.jpg,S0072,0.388,"(352, 262, 66, 115)","[0.2687, 0.6444, 0.1281, 0.137]",True
ZJ020127,test_features/ZJ020127.jpg,S0033,0.883,"(172, 286, 167, 300)","[0.4406, 0.4666, 0.4812, 0.4861]",True
ZJ020128,test_features/ZJ020128.jpg,S0100,0.829,"(226, 216, 106, 156)","[0.3312, 0.6166, 0.2562, 0.3166]",True
ZJ020129,test_features/ZJ020129.jpg,S0011,0.683,"(264, 255, 92, 252)","[0.3921, 0.7222, 0.4062, 0.2777]",True
ZJ020130,test_features/ZJ020130.jpg,S0100,,,,False
ZJ020131,test_features/ZJ020131.jpg,S0162,0.763,"(258, 4, 170, 231)","[0, 0.4703, 0.2489, 0.3296]",True
ZJ020132,test_features/ZJ020132.jpg,S0103,0.0252,"(18, 4, 305, 16)","[0, 0.03888, 0.0375, 0.8694]",True
ZJ020133,test_features/ZJ020133.jpg,S0040,0.912,"(183, 4, 335, 586)","[0, 0.3314, 0.6187, 0.6351]",True
ZJ020134,test_features/ZJ020134.jpg,S0165,0.786,"(258, 508, 82, 119)","[0.7875, 0.7055, 0.1984, 0.25]",True
ZJ020135,test_features/ZJ020135.jpg,S0162,0.75,"(266, 305, 253, 194)","[0.3135, 0.4851, 0.2104, 0.4833]",True
ZJ020136,test_features/ZJ020136.jpg,S0126,0.938,"(410, 487, 69, 161)","[0.5031, 0.7518, 0.176, 0.1425]",True
