id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ014410,train_features/ZJ014410.jpg,S0009,0.0,0.928,"(276, 20, 64, 362)","[0.025, 0.7555, 0.5781, 0.2]",True,"(173, 10, 37, 121)"
ZJ014411,train_features/ZJ014411.jpg,S0060,2.0,0.81,"(337, 588, 144, 42)","[0.6083, 0.6166, 0.05208, 0.2814]",True,"(142, 140, 55, 4)"
ZJ014412,train_features/ZJ014412.jpg,S0009,0.0,0.24,"(130, 342, 67, 124)","[0.5281, 0.35, 0.2062, 0.2083]",True,"(82, 122, 39, 38)"
ZJ014413,train_features/ZJ014413.jpg,S0179,4.0,0.206,"(122, 4, 113, 12)","[0, 0.4916, 0.05555, 0.5041]",True,"(114, 4, 105, 4)"
ZJ014414,train_features/ZJ014414.jpg,S0074,0.0,0.781,"(129, 4, 208, 632)","[0, 0.3472, 1.0, 0.6]",True,"(82, 4, 126, 216)"
ZJ014415,train_features/ZJ014415.jpg,S0028,2.0,0.0518,"(241, 246, 50, 60)","[0.3781, 0.6583, 0.1062, 0.1611]",True,"(151, 89, 28, 16)"
ZJ014416,train_features/ZJ014416.jpg,S0141,3.0,0.907,"(302, 299, 38, 111)","[0.4609, 0.8277, 0.1859, 0.1277]",True,"(189, 107, 21, 34)"
ZJ014417,train_features/ZJ014417.jpg,S0031,2.0,0.213,"(245, 32, 47, 114)","[0.04374, 0.6694, 0.1906, 0.1527]",True,"(154, 14, 26, 35)"
ZJ014418,train_features/ZJ014418.jpg,S0070,1.0,0.871,"(375, 4, 144, 150)","[0, 0.687, 0.1645, 0.2814]",True,"(158, 4, 55, 29)"
ZJ014419,train_features/ZJ014419.jpg,S0059,4.0,0.86,"(423, 774, 87, 60)","[0.802, 0.7759, 0.07083, 0.1759]",True,"(178, 184, 31, 8)"
ZJ014420,train_features/ZJ014420.jpg,S0101,1.0,0.758,"(147, 5, 192, 302)","[0.001562, 0.3972, 0.4843, 0.5555]",True,"(93, 4, 116, 100)"
ZJ014421,train_features/ZJ014421.jpg,S0127,3.0,0.274,"(277, 313, 63, 237)","[0.4828, 0.7583, 0.3828, 0.1972]",True,"(174, 112, 36, 78)"
ZJ014422,train_features/ZJ014422.jpg,S0060,2.0,0.802,"(298, 698, 64, 198)","[0.7229, 0.5444, 0.2145, 0.1333]",True,"(126, 166, 22, 40)"
ZJ014423,train_features/ZJ014423.jpg,S0060,2.0,0.886,"(373, 107, 126, 366)","[0.1072, 0.6833, 0.3895, 0.2481]",True,"(157, 28, 48, 79)"
ZJ014424,train_features/ZJ014424.jpg,S0069,3.0,,,,False,
ZJ014425,train_features/ZJ014425.jpg,S0159,2.0,0.19,"(81, 4, 35, 49)","[0, 0.6416, 0.3562, 0.3583]",True,"(148, 4, 72, 72)"
ZJ014426,train_features/ZJ014426.jpg,S0061,1.0,0.00808,"(4, 4, 518, 952)","[0, 0, 1.0, 0.974]",True,"(4, 4, 210, 216)"
ZJ014427,train_features/ZJ014427.jpg,S0069,3.0,0.797,"(4, 543, 514, 116)","[0.5614, 0, 0.1291, 0.9666]",True,"(4, 130, 209, 21)"
ZJ014428,train_features/ZJ014428.jpg,S0160,0.0,0.0857,"(66, 522, 264, 114)","[0.8093, 0.185, 0.1906, 0.8119]",True,"(45, 185, 174, 35)"
ZJ014429,train_features/ZJ014429.jpg,S0004,2.0,0.853,"(261, 315, 78, 78)","[0.4859, 0.7138, 0.1343, 0.2388]",True,"(164, 113, 45, 22)"
ZJ014430,train_features/ZJ014430.jpg,S0147,2.0,0.0412,"(279, 265, 43, 58)","[0.4078, 0.7638, 0.1031, 0.1416]",True,"(175, 95, 24, 15)"
ZJ014431,train_features/ZJ014431.jpg,S0059,4.0,0.574,"(269, 391, 144, 430)","[0.4031, 0.4907, 0.4562, 0.2814]",True,"(114, 94, 55, 94)"
ZJ014432,train_features/ZJ014432.jpg,S0071,1.0,0.655,"(344, 483, 121, 68)","[0.4989, 0.6296, 0.07916, 0.2388]",True,"(145, 116, 45, 10)"
ZJ014433,train_features/ZJ014433.jpg,S0009,0.0,0.947,"(157, 68, 183, 568)","[0.1, 0.4249, 0.8999, 0.5305]",True,"(99, 26, 111, 194)"
ZJ014434,train_features/ZJ014434.jpg,S0053,3.0,0.977,"(282, 586, 237, 239)","[0.6062, 0.5148, 0.2572, 0.4537]",True,"(119, 140, 94, 50)"
ZJ014435,train_features/ZJ014435.jpg,S0170,1.0,0.0615,"(162, 4, 73, 112)","[0, 0.6583, 0.3333, 0.3375]",True,"(151, 4, 68, 67)"
ZJ014436,train_features/ZJ014436.jpg,S0028,2.0,0.817,"(73, 234, 247, 100)","[0.3593, 0.1916, 0.1687, 0.7083]",True,"(47, 84, 151, 30)"
ZJ014437,train_features/ZJ014437.jpg,S0120,2.0,0.525,"(288, 217, 53, 132)","[0.2218, 0.5259, 0.1458, 0.1129]",True,"(122, 54, 17, 25)"
ZJ014438,train_features/ZJ014438.jpg,S0167,4.0,0.0313,"(52, 295, 53, 8)","[0.8083, 0.1999, 0.04444, 0.2541]",True,"(49, 185, 49, 2)"
ZJ014439,train_features/ZJ014439.jpg,S0060,2.0,0.894,"(335, 72, 137, 149)","[0.07083, 0.6129, 0.1635, 0.2685]",True,"(141, 20, 52, 29)"
ZJ014440,train_features/ZJ014440.jpg,S0063,1.0,0.897,"(471, 525, 49, 78)","[0.5427, 0.8648, 0.08958, 0.1055]",True,"(198, 126, 16, 12)"
ZJ014441,train_features/ZJ014441.jpg,S0071,1.0,0.854,"(235, 649, 83, 107)","[0.6718, 0.4277, 0.1197, 0.1685]",True,"(100, 154, 30, 19)"
ZJ014442,train_features/ZJ014442.jpg,S0061,1.0,0.734,"(406, 338, 114, 292)","[0.3479, 0.7444, 0.3125, 0.2259]",True,"(171, 82, 43, 62)"
ZJ014443,train_features/ZJ014443.jpg,S0120,2.0,0.357,"(189, 188, 75, 232)","[0.1916, 0.3425, 0.25, 0.1537]",True,"(81, 47, 26, 48)"
ZJ014444,train_features/ZJ014444.jpg,S0155,1.0,0.0311,"(332, 43, 179, 150)","[0.04062, 0.6368, 0.1645, 0.3631]",True,"(147, 13, 73, 29)"
ZJ014445,train_features/ZJ014445.jpg,S0059,4.0,0.911,"(418, 795, 101, 76)","[0.8239, 0.7666, 0.08749, 0.2018]",True,"(176, 189, 37, 12)"
ZJ014446,train_features/ZJ014446.jpg,S0059,4.0,0.877,"(156, 728, 316, 206)","[0.7541, 0.2814, 0.2229, 0.6]",True,"(67, 173, 126, 42)"
ZJ014447,train_features/ZJ014447.jpg,S0038,1.0,0.197,"(214, 4, 306, 125)","[0, 0.3888, 0.1385, 0.5814]",True,"(91, 4, 122, 23)"
ZJ014448,train_features/ZJ014448.jpg,S0031,2.0,0.922,"(62, 4, 293, 632)","[0, 0.1611, 1.0, 0.8361]",True,"(40, 4, 179, 216)"
ZJ014449,train_features/ZJ014449.jpg,S0093,1.0,0.36,"(423, 749, 95, 118)","[0.776, 0.7759, 0.1312, 0.1907]",True,"(178, 178, 35, 21)"
ZJ014450,train_features/ZJ014450.jpg,S0095,2.0,0.94,"(315, 4, 177, 194)","[0, 0.5759, 0.2104, 0.3425]",True,"(133, 4, 69, 39)"
ZJ014451,train_features/ZJ014451.jpg,S0009,0.0,0.15,"(5, 4, 334, 587)","[0, 0.002777, 0.9296, 0.9499]",True,"(5, 4, 205, 200)"
ZJ014452,train_features/ZJ014452.jpg,S0009,0.0,0.054,"(204, 619, 67, 17)","[0.9609, 0.5555, 0.03906, 0.2083]",True,"(128, 219, 39, 1)"
ZJ014453,train_features/ZJ014453.jpg,S0014,4.0,0.0489,"(201, 495, 70, 63)","[0.7671, 0.5472, 0.1109, 0.2166]",True,"(127, 176, 41, 17)"
ZJ014454,train_features/ZJ014454.jpg,S0069,3.0,0.0212,"(331, 253, 60, 66)","[0.2593, 0.6055, 0.07708, 0.1259]",True,"(140, 62, 20, 9)"
ZJ014455,train_features/ZJ014455.jpg,S0002,4.0,0.0466,"(273, 4, 65, 52)","[0, 0.7472, 0.09375, 0.2027]",True,"(171, 4, 37, 13)"
ZJ014456,train_features/ZJ014456.jpg,S0060,2.0,0.759,"(334, 152, 121, 472)","[0.1541, 0.6111, 0.5, 0.2388]",True,"(141, 39, 45, 104)"
ZJ014457,train_features/ZJ014457.jpg,S0020,4.0,0.0852,"(357, 460, 147, 93)","[0.4749, 0.6537, 0.1052, 0.287]",True,"(150, 110, 56, 16)"
ZJ014458,train_features/ZJ014458.jpg,S0013,3.0,0.0704,"(144, 4, 148, 35)","[0, 0.3888, 0.06718, 0.4333]",True,"(91, 4, 89, 7)"
ZJ014459,train_features/ZJ014459.jpg,S0043,3.0,0.401,"(4, 508, 327, 128)","[0.7875, 0, 0.2125, 1.0]",True,"(4, 180, 216, 40)"
ZJ014460,train_features/ZJ014460.jpg,S0164,4.0,0.81,"(148, 192, 57, 93)","[0.5222, 0.5999, 0.2805, 0.2708]",True,"(138, 121, 53, 55)"
ZJ014461,train_features/ZJ014461.jpg,S0043,3.0,0.935,"(136, 528, 204, 108)","[0.8187, 0.3666, 0.1812, 0.5888]",True,"(86, 187, 124, 33)"
ZJ014462,train_features/ZJ014462.jpg,S0150,3.0,0.736,"(191, 485, 79, 151)","[0.7515, 0.5194, 0.2484, 0.2416]",True,"(120, 172, 46, 48)"
ZJ014463,train_features/ZJ014463.jpg,S0134,1.0,0.619,"(341, 443, 133, 80)","[0.4572, 0.624, 0.09166, 0.2611]",True,"(144, 106, 50, 13)"
ZJ014464,train_features/ZJ014464.jpg,S0016,1.0,0.67,"(331, 729, 169, 73)","[0.7552, 0.6055, 0.08437, 0.3277]",True,"(140, 173, 65, 11)"
ZJ014465,train_features/ZJ014465.jpg,S0038,1.0,0.0802,"(192, 614, 318, 342)","[0.6354, 0.365, 0.3645, 0.633]",True,"(86, 146, 134, 74)"
ZJ014466,train_features/ZJ014466.jpg,S0071,1.0,0.405,"(369, 484, 122, 59)","[0.5, 0.6759, 0.06979, 0.2407]",True,"(155, 116, 46, 8)"
ZJ014467,train_features/ZJ014467.jpg,S0060,2.0,0.81,"(333, 347, 89, 149)","[0.3572, 0.6092, 0.1635, 0.1796]",True,"(140, 84, 32, 29)"
ZJ014468,train_features/ZJ014468.jpg,S0161,2.0,0.518,"(4, 4, 335, 190)","[0, 0, 0.3093, 0.9527]",True,"(4, 4, 205, 61)"
ZJ014469,train_features/ZJ014469.jpg,S0060,2.0,0.756,"(332, 4, 128, 136)","[0, 0.6074, 0.15, 0.2518]",True,"(140, 4, 48, 26)"
ZJ014470,train_features/ZJ014470.jpg,S0062,2.0,0.81,"(283, 526, 54, 164)","[0.5437, 0.5166, 0.1791, 0.1148]",True,"(120, 126, 18, 32)"
ZJ014471,train_features/ZJ014471.jpg,S0020,4.0,0.0307,"(309, 157, 60, 154)","[0.1593, 0.5648, 0.1687, 0.1259]",True,"(131, 40, 20, 30)"
ZJ014472,train_features/ZJ014472.jpg,S0136,0.0,,,,False,
ZJ014473,train_features/ZJ014473.jpg,S0026,0.0,,,,False,
ZJ014474,train_features/ZJ014474.jpg,S0120,2.0,0.887,"(213, 584, 135, 210)","[0.6041, 0.387, 0.227, 0.2648]",True,"(91, 139, 51, 43)"
ZJ014475,train_features/ZJ014475.jpg,S0022,0.0,0.525,"(211, 338, 49, 30)","[0.5218, 0.5749, 0.05937, 0.1583]",True,"(133, 121, 27, 5)"
ZJ014476,train_features/ZJ014476.jpg,S0043,3.0,0.947,"(4, 421, 327, 215)","[0.6515, 0, 0.3484, 1.0]",True,"(4, 150, 216, 70)"
ZJ014477,train_features/ZJ014477.jpg,S0004,2.0,0.1,"(291, 562, 31, 39)","[0.8718, 0.7972, 0.07343, 0.1083]",True,"(183, 199, 16, 8)"
ZJ014478,train_features/ZJ014478.jpg,S0060,2.0,0.729,"(349, 585, 131, 45)","[0.6052, 0.6388, 0.0552, 0.2574]",True,"(147, 140, 50, 4)"
ZJ014479,train_features/ZJ014479.jpg,S0101,1.0,,,,False,
ZJ014480,train_features/ZJ014480.jpg,S0085,4.0,0.802,"(150, 377, 121, 138)","[0.5828, 0.4055, 0.2281, 0.3583]",True,"(95, 135, 72, 43)"
ZJ014481,train_features/ZJ014481.jpg,S0043,3.0,0.495,"(198, 191, 24, 78)","[0.2921, 0.5388, 0.1343, 0.08888]",True,"(125, 69, 12, 22)"
ZJ014482,train_features/ZJ014482.jpg,S0159,2.0,0.215,"(98, 38, 10, 16)","[0.2124, 0.7833, 0.15, 0.15]",True,"(179, 52, 26, 26)"
ZJ014483,train_features/ZJ014483.jpg,S0038,1.0,0.274,"(215, 257, 295, 698)","[0.2635, 0.4097, 0.7354, 0.5883]",True,"(96, 63, 124, 157)"
ZJ014484,train_features/ZJ014484.jpg,S0009,0.0,,,,False,
ZJ014485,train_features/ZJ014485.jpg,S0027,3.0,0.777,"(142, 242, 181, 252)","[0.3718, 0.3833, 0.4062, 0.5249]",True,"(90, 87, 110, 83)"
ZJ014486,train_features/ZJ014486.jpg,S0096,3.0,0.393,"(130, 378, 53, 31)","[0.5843, 0.3499, 0.06093, 0.1694]",True,"(82, 135, 30, 6)"
ZJ014487,train_features/ZJ014487.jpg,S0038,1.0,0.717,"(77, 393, 432, 388)","[0.4052, 0.1417, 0.4124, 0.8543]",True,"(36, 95, 183, 84)"
ZJ014488,train_features/ZJ014488.jpg,S0080,1.0,0.0457,"(84, 26, 19, 20)","[0.1374, 0.6666, 0.1749, 0.2249]",True,"(153, 35, 42, 31)"
ZJ014489,train_features/ZJ014489.jpg,S0080,1.0,0.0145,"(104, 4, 12, 152)","[0, 0.8333, 1.0, 0.1666]",True,"(191, 4, 29, 216)"
ZJ014490,train_features/ZJ014490.jpg,S0061,1.0,0.00618,"(464, 167, 55, 133)","[0.1697, 0.8518, 0.1468, 0.1166]",True,"(195, 42, 18, 25)"
ZJ014491,train_features/ZJ014491.jpg,S0010,2.0,0.568,"(197, 4, 69, 114)","[0, 0.5361, 0.1906, 0.2138]",True,"(124, 4, 40, 35)"
ZJ014492,train_features/ZJ014492.jpg,S0016,1.0,0.962,"(232, 464, 291, 491)","[0.4791, 0.4222, 0.5197, 0.5537]",True,"(99, 111, 116, 108)"
ZJ014493,train_features/ZJ014493.jpg,S0020,4.0,0.818,"(474, 265, 46, 113)","[0.2718, 0.8703, 0.126, 0.1]",True,"(199, 65, 14, 20)"
ZJ014494,train_features/ZJ014494.jpg,S0122,0.0,,,,False,
ZJ014495,train_features/ZJ014495.jpg,S0080,1.0,0.00925,"(97, 4, 19, 151)","[0, 0.7749, 0.9937, 0.2249]",True,"(178, 4, 42, 215)"
ZJ014496,train_features/ZJ014496.jpg,S0185,0.0,0.889,"(39, 4, 316, 632)","[0, 0.09722, 1.0, 0.8999]",True,"(26, 4, 194, 216)"
ZJ014497,train_features/ZJ014497.jpg,S0060,2.0,0.561,"(300, 679, 65, 171)","[0.7031, 0.5481, 0.1864, 0.1351]",True,"(127, 161, 22, 34)"
ZJ014498,train_features/ZJ014498.jpg,S0038,1.0,0.675,"(176, 214, 343, 742)","[0.2187, 0.3185, 0.7812, 0.6499]",True,"(75, 53, 138, 167)"
ZJ014499,train_features/ZJ014499.jpg,S0155,1.0,0.587,"(44, 424, 466, 532)","[0.4375, 0.07766, 0.5625, 0.9203]",True,"(21, 102, 198, 118)"
ZJ014500,train_features/ZJ014500.jpg,S0008,4.0,0.16,"(254, 4, 85, 125)","[0, 0.6944, 0.2078, 0.2583]",True,"(160, 4, 50, 39)"
ZJ014501,train_features/ZJ014501.jpg,S0094,3.0,0.159,"(426, 374, 93, 128)","[0.3854, 0.7814, 0.1416, 0.187]",True,"(179, 90, 34, 24)"
ZJ014502,train_features/ZJ014502.jpg,S0108,0.0,0.371,"(318, 76, 22, 46)","[0.1124, 0.8722, 0.08437, 0.08333]",True,"(199, 29, 11, 11)"
ZJ014503,train_features/ZJ014503.jpg,S0060,2.0,0.428,"(307, 365, 84, 113)","[0.376, 0.5611, 0.126, 0.1703]",True,"(130, 88, 30, 20)"
ZJ014504,train_features/ZJ014504.jpg,S0101,1.0,0.0218,"(130, 4, 108, 76)","[0, 0.35, 0.1312, 0.3222]",True,"(82, 4, 64, 21)"
ZJ014505,train_features/ZJ014505.jpg,S0043,3.0,0.854,"(4, 378, 327, 258)","[0.5843, 0, 0.4156, 1.0]",True,"(4, 135, 216, 85)"
ZJ014506,train_features/ZJ014506.jpg,S0122,0.0,0.0678,"(265, 563, 74, 73)","[0.8734, 0.7249, 0.1265, 0.2277]",True,"(166, 200, 43, 20)"
ZJ014507,train_features/ZJ014507.jpg,S0029,4.0,0.0207,"(193, 230, 78, 71)","[0.2354, 0.3499, 0.08229, 0.1592]",True,"(82, 57, 28, 10)"
ZJ014508,train_features/ZJ014508.jpg,S0083,2.0,0.433,"(122, 4, 397, 161)","[0, 0.2185, 0.176, 0.75]",True,"(53, 4, 160, 31)"
ZJ014509,train_features/ZJ014509.jpg,S0120,2.0,0.782,"(363, 500, 157, 109)","[0.5166, 0.6648, 0.1218, 0.3055]",True,"(153, 120, 60, 19)"
ZJ014510,train_features/ZJ014510.jpg,S0014,4.0,0.0245,"(128, 91, 225, 539)","[0.1359, 0.3444, 0.8546, 0.6472]",True,"(81, 34, 137, 183)"
ZJ014511,train_features/ZJ014511.jpg,S0155,1.0,0.22,"(87, 797, 263, 159)","[0.826, 0.1537, 0.1739, 0.5018]",True,"(38, 189, 104, 31)"
ZJ014512,train_features/ZJ014512.jpg,S0036,0.0,,,,False,
ZJ014513,train_features/ZJ014513.jpg,S0062,2.0,0.384,"(189, 472, 57, 61)","[0.4875, 0.3425, 0.07187, 0.1203]",True,"(81, 113, 19, 8)"
ZJ014514,train_features/ZJ014514.jpg,S0179,4.0,0.00944,"(166, 59, 68, 18)","[0.1527, 0.6749, 0.07222, 0.3166]",True,"(155, 38, 63, 8)"
ZJ014515,train_features/ZJ014515.jpg,S0101,1.0,0.592,"(239, 188, 50, 72)","[0.2874, 0.6527, 0.125, 0.1611]",True,"(150, 68, 28, 20)"
ZJ014516,train_features/ZJ014516.jpg,S0170,1.0,0.529,"(202, 139, 33, 157)","[0.375, 0.8249, 0.4583, 0.1708]",True,"(189, 88, 30, 95)"
ZJ014517,train_features/ZJ014517.jpg,S0075,4.0,0.0406,"(219, 566, 42, 48)","[0.8781, 0.5972, 0.08749, 0.1388]",True,"(138, 201, 23, 12)"
ZJ014518,train_features/ZJ014518.jpg,S0029,4.0,0.117,"(373, 570, 49, 73)","[0.5895, 0.6833, 0.08437, 0.1055]",True,"(157, 136, 16, 11)"
ZJ014519,train_features/ZJ014519.jpg,S0169,3.0,0.0258,"(83, 129, 28, 10)","[0.3472, 0.3291, 0.05, 0.15]",True,"(78, 82, 26, 3)"
ZJ014520,train_features/ZJ014520.jpg,S0008,4.0,0.39,"(4, 5, 335, 564)","[0.001562, 0, 0.8937, 0.9527]",True,"(4, 4, 205, 192)"
ZJ014521,train_features/ZJ014521.jpg,S0051,4.0,0.95,"(241, 9, 177, 406)","[0.005208, 0.4388, 0.4312, 0.3425]",True,"(102, 5, 69, 89)"
ZJ014522,train_features/ZJ014522.jpg,S0059,4.0,0.845,"(346, 764, 98, 92)","[0.7916, 0.6333, 0.1041, 0.1962]",True,"(146, 181, 36, 15)"
ZJ014523,train_features/ZJ014523.jpg,S0133,0.0,0.00764,"(281, 525, 62, 102)","[0.814, 0.7694, 0.1718, 0.1944]",True,"(176, 186, 36, 30)"
ZJ014524,train_features/ZJ014524.jpg,S0022,0.0,0.922,"(200, 560, 156, 76)","[0.8687, 0.5444, 0.1312, 0.4555]",True,"(126, 199, 94, 21)"
ZJ014525,train_features/ZJ014525.jpg,S0043,3.0,0.769,"(4, 434, 327, 202)","[0.6718, 0, 0.3281, 1.0]",True,"(4, 154, 216, 65)"
ZJ014526,train_features/ZJ014526.jpg,S0059,4.0,0.859,"(279, 615, 128, 270)","[0.6364, 0.5092, 0.2895, 0.2518]",True,"(118, 147, 48, 57)"
ZJ014527,train_features/ZJ014527.jpg,S0025,4.0,0.885,"(142, 410, 46, 100)","[0.6343, 0.3833, 0.1687, 0.15]",True,"(90, 146, 26, 30)"
ZJ014528,train_features/ZJ014528.jpg,S0136,0.0,0.00743,"(309, 529, 31, 107)","[0.8203, 0.8472, 0.1796, 0.1083]",True,"(194, 188, 16, 32)"
ZJ014529,train_features/ZJ014529.jpg,S0130,4.0,0.121,"(79, 42, 90, 101)","[0.05937, 0.2083, 0.1703, 0.2722]",True,"(51, 17, 53, 30)"
ZJ014530,train_features/ZJ014530.jpg,S0136,0.0,0.0166,"(224, 428, 26, 30)","[0.6624, 0.6111, 0.05937, 0.09444]",True,"(141, 152, 13, 5)"
ZJ014531,train_features/ZJ014531.jpg,S0043,3.0,0.931,"(83, 343, 185, 70)","[0.5296, 0.2194, 0.1218, 0.5361]",True,"(53, 123, 112, 19)"
ZJ014532,train_features/ZJ014532.jpg,S0032,3.0,0.789,"(190, 341, 72, 27)","[0.5265, 0.5166, 0.05468, 0.2222]",True,"(120, 122, 42, 4)"
ZJ014533,train_features/ZJ014533.jpg,S0101,1.0,,,,False,
ZJ014534,train_features/ZJ014534.jpg,S0025,4.0,,,,False,
ZJ014535,train_features/ZJ014535.jpg,S0070,1.0,0.936,"(284, 418, 236, 231)","[0.4312, 0.5185, 0.2489, 0.4518]",True,"(120, 101, 93, 48)"
ZJ014536,train_features/ZJ014536.jpg,S0043,3.0,0.782,"(126, 504, 116, 127)","[0.7812, 0.3388, 0.2109, 0.3444]",True,"(80, 179, 69, 39)"
ZJ014537,train_features/ZJ014537.jpg,S0038,1.0,,,,False,
ZJ014538,train_features/ZJ014538.jpg,S0009,0.0,0.115,"(165, 291, 55, 31)","[0.4484, 0.4472, 0.06093, 0.1749]",True,"(104, 104, 31, 6)"
ZJ014539,train_features/ZJ014539.jpg,S0008,4.0,0.436,"(221, 246, 118, 390)","[0.3781, 0.6027, 0.6218, 0.3499]",True,"(139, 89, 70, 131)"
ZJ014540,train_features/ZJ014540.jpg,S0030,1.0,0.367,"(216, 132, 49, 74)","[0.1333, 0.3925, 0.08541, 0.1055]",True,"(92, 34, 16, 11)"
ZJ014541,train_features/ZJ014541.jpg,S0155,1.0,0.0131,"(335, 705, 41, 140)","[0.7302, 0.6427, 0.1541, 0.09514]",True,"(148, 168, 13, 27)"
ZJ014542,train_features/ZJ014542.jpg,S0186,4.0,0.885,"(209, 236, 118, 119)","[0.2416, 0.3796, 0.1322, 0.2333]",True,"(89, 58, 44, 22)"
ZJ014543,train_features/ZJ014543.jpg,S0060,2.0,0.904,"(404, 4, 115, 236)","[0, 0.7407, 0.2541, 0.2277]",True,"(170, 4, 43, 49)"
ZJ014544,train_features/ZJ014544.jpg,S0139,4.0,0.404,"(419, 4, 101, 65)","[0, 0.7685, 0.07604, 0.2018]",True,"(176, 4, 37, 9)"
ZJ014545,train_features/ZJ014545.jpg,S0043,3.0,0.836,"(164, 493, 48, 143)","[0.764, 0.4444, 0.2359, 0.1555]",True,"(104, 175, 27, 45)"
ZJ014546,train_features/ZJ014546.jpg,S0108,0.0,0.569,"(259, 12, 46, 62)","[0.0125, 0.7083, 0.1093, 0.15]",True,"(163, 7, 26, 16)"
ZJ014547,train_features/ZJ014547.jpg,S0051,4.0,0.933,"(254, 60, 162, 424)","[0.05833, 0.4629, 0.4499, 0.3148]",True,"(108, 17, 63, 93)"
ZJ014548,train_features/ZJ014548.jpg,S0071,1.0,0.872,"(252, 138, 83, 102)","[0.1395, 0.4592, 0.1145, 0.1685]",True,"(107, 35, 30, 18)"
ZJ014549,train_features/ZJ014549.jpg,S0014,4.0,0.899,"(167, 346, 117, 141)","[0.5343, 0.4527, 0.2328, 0.3472]",True,"(105, 124, 70, 44)"
ZJ014550,train_features/ZJ014550.jpg,S0031,2.0,0.788,"(171, 4, 185, 205)","[0, 0.4638, 0.3328, 0.5361]",True,"(108, 4, 112, 67)"
ZJ014551,train_features/ZJ014551.jpg,S0024,2.0,0.00588,"(322, 4, 9, 31)","[0, 0.9492, 0.06093, 0.05074]",True,"(217, 4, 3, 6)"
ZJ014552,train_features/ZJ014552.jpg,S0136,0.0,,,,False,
ZJ014553,train_features/ZJ014553.jpg,S0021,2.0,0.673,"(194, 169, 162, 115)","[0.2578, 0.5277, 0.1921, 0.4722]",True,"(122, 62, 98, 35)"
ZJ014554,train_features/ZJ014554.jpg,S0043,3.0,0.834,"(248, 395, 65, 241)","[0.6109, 0.6777, 0.389, 0.2027]",True,"(156, 141, 37, 79)"
ZJ014555,train_features/ZJ014555.jpg,S0105,3.0,0.401,"(4, 4, 207, 352)","[0, 0, 1.0, 1.0]",True,"(4, 4, 216, 216)"
ZJ014556,train_features/ZJ014556.jpg,S0130,4.0,0.704,"(221, 258, 80, 82)","[0.3968, 0.6027, 0.1406, 0.2444]",True,"(139, 93, 47, 23)"
ZJ014557,train_features/ZJ014557.jpg,S0110,4.0,0.214,"(125, 384, 125, 72)","[0.5937, 0.3361, 0.125, 0.3694]",True,"(79, 137, 75, 20)"
ZJ014558,train_features/ZJ014558.jpg,S0131,0.0,0.907,"(239, 296, 100, 196)","[0.4562, 0.6527, 0.3187, 0.3]",True,"(150, 106, 59, 63)"
ZJ014559,train_features/ZJ014559.jpg,S0014,4.0,0.839,"(189, 69, 96, 177)","[0.1015, 0.5138, 0.289, 0.2888]",True,"(119, 27, 57, 57)"
ZJ014560,train_features/ZJ014560.jpg,S0035,3.0,0.78,"(235, 4, 53, 83)","[0, 0.6416, 0.1421, 0.1694]",True,"(148, 4, 30, 24)"
ZJ014561,train_features/ZJ014561.jpg,S0159,2.0,0.358,"(82, 4, 34, 40)","[0, 0.6499, 0.3, 0.3499]",True,"(150, 4, 70, 59)"
ZJ014562,train_features/ZJ014562.jpg,S0036,0.0,0.809,"(193, 320, 89, 88)","[0.4937, 0.5249, 0.15, 0.2694]",True,"(122, 115, 52, 26)"
ZJ014563,train_features/ZJ014563.jpg,S0049,3.0,0.939,"(25, 4, 314, 432)","[0, 0.05833, 0.6875, 0.8944]",True,"(17, 4, 192, 146)"
ZJ014564,train_features/ZJ014564.jpg,S0062,2.0,0.906,"(166, 395, 99, 126)","[0.4072, 0.3, 0.1395, 0.1981]",True,"(71, 95, 36, 23)"
ZJ014565,train_features/ZJ014565.jpg,S0169,3.0,0.0106,"(107, 82, 21, 47)","[0.2166, 0.4291, 0.1527, 0.1208]",True,"(100, 53, 19, 26)"
ZJ014566,train_features/ZJ014566.jpg,S0009,0.0,0.616,"(300, 554, 40, 82)","[0.8593, 0.8222, 0.1406, 0.1333]",True,"(188, 196, 22, 23)"
ZJ014567,train_features/ZJ014567.jpg,S0008,4.0,0.964,"(186, 299, 154, 337)","[0.4609, 0.5055, 0.539, 0.4499]",True,"(117, 107, 93, 113)"
ZJ014568,train_features/ZJ014568.jpg,S0070,1.0,0.752,"(341, 211, 178, 203)","[0.2156, 0.624, 0.2197, 0.3444]",True,"(144, 52, 69, 41)"
ZJ014569,train_features/ZJ014569.jpg,S0083,2.0,0.874,"(374, 510, 137, 250)","[0.527, 0.6851, 0.2687, 0.2685]",True,"(157, 122, 52, 52)"
ZJ014570,train_features/ZJ014570.jpg,S0023,2.0,,,,False,
ZJ014571,train_features/ZJ014571.jpg,S0063,1.0,0.938,"(243, 316, 143, 218)","[0.325, 0.4425, 0.2354, 0.2796]",True,"(103, 77, 55, 45)"
ZJ014572,train_features/ZJ014572.jpg,S0038,1.0,0.0066,"(224, 770, 287, 186)","[0.7979, 0.4271, 0.202, 0.5728]",True,"(100, 183, 120, 37)"
